sample_id,split,storm_id,condition_path,context_path,context_source_type,target_path,condition_source_type,target_source_type,condition_observation_id,target_observation_id,condition_timestamp,target_timestamp,condition_sensor,target_sensor,condition_channels,context_channels,target_channels,geo_path,era5_path,sar_path,geo_observation_id,sar_observation_id,geo_timestamp,sar_timestamp,dt_minutes,geo_sensor,sar_sensor,geo_channels,era5_observation_id,era5_timestamp,era5_channels,sar_channels,grid_size,grid_resolution,center_lat,center_lon,ibtracs_center_lat,ibtracs_center_lon,metadata_schema_version,storm_sample_index_all,storm_sample_count_all,storm_span_hours_all,storm_elapsed_hours,storm_remaining_hours,era5_time_gap_hours,ibtracs_center_offset_km,sar_valid_pixels,sar_valid_fraction,sar_max_wind_ms,sar_robust_peak_ms,sar_p95_wind_ms,sar_p99_wind_ms,sar_mean_wind_ms,sar_core_valid_pixels_0_100km,sar_core_valid_fraction_0_100km,sar_core_mean_wind_ms,sar_ring_valid_pixels_20_60km,sar_ring_valid_fraction_20_60km,sar_ring_mean_wind_ms,sar_ring_minus_core_mean_ms,sar_eye_valid_pixels_0_20km,sar_eye_valid_fraction_0_20km,sar_eye_mean_wind_ms,sar_eye_contrast_ms,sar_radial_profile_valid_bins,sar_radial_profile_peak_mean_ms,sar_rmw_km,sar_r64_km,era5_valid_pixels,era5_valid_fraction,era5_max_wind_ms,era5_robust_peak_ms,era5_p95_wind_ms,era5_p99_wind_ms,era5_mean_wind_ms,era5_core_valid_pixels_0_100km,era5_core_valid_fraction_0_100km,era5_core_mean_wind_ms,era5_ring_valid_pixels_20_60km,era5_ring_valid_fraction_20_60km,era5_ring_mean_wind_ms,era5_ring_minus_core_mean_ms,era5_eye_valid_pixels_0_20km,era5_eye_valid_fraction_0_20km,era5_eye_mean_wind_ms,era5_eye_contrast_ms,era5_radial_profile_valid_bins,era5_radial_profile_peak_mean_ms,era5_rmw_km,era5_r64_km,sar_minus_era5_max_ms,sar_minus_era5_robust_peak_ms,sar_minus_era5_p95_ms,sar_era5_common_valid_pixels,sar_era5_common_valid_fraction,sar_era5_common_mean_difference_ms,sar_has_valid_center,sar_radial_profile_usable_v1,sar_quality_usable_v1,sar_well_developed_v1,sar_high_intensity_v1,sar_weak_v1
EP092023_sar_geo_20230819013824_142dc66d,train,EP092023,train/EP092023_sar_geo_20230819013824_142dc66d_geo.tif,train/EP092023_sar_geo_20230819013824_142dc66d_era5.tif,era5,train/EP092023_sar_geo_20230819013824_142dc66d_sar.tif,geo,sar,EP092023:geo:d349d1949f35ad43,EP092023:sar:1f7a7a594f7a9e64,2023-08-19T01:40:22+00:00,2023-08-19T01:38:24+00:00,ABI,SENTINEL-1 A,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]","[""era5_precipitable_water"", ""era5_sst"", ""era5_pressure_msl"", ""era5_temperature_2m"", ""era5_dewpoint_2m"", ""era5_u_wind_10m"", ""era5_v_wind_10m""]","[""wind_speed""]",train/EP092023_sar_geo_20230819013824_142dc66d_geo.tif,train/EP092023_sar_geo_20230819013824_142dc66d_era5.tif,train/EP092023_sar_geo_20230819013824_142dc66d_sar.tif,EP092023:geo:d349d1949f35ad43,EP092023:sar:1f7a7a594f7a9e64,2023-08-19T01:40:22+00:00,2023-08-19T01:38:24+00:00,1.9666666666666663,ABI,SENTINEL-1 A,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]",EP092023:era5:1a500b758be5a489,2023-08-19T00:00:00+00:00,"[""precipitable_water"", ""sst"", ""pressure_msl"", ""temperature_2m"", ""dewpoint_2m"", ""u_wind_10m"", ""v_wind_10m""]","[""wind_speed""]",256,0.027,18.79324549565024,-112.87464532496608,19.475074802999064,-112.7702388664818,1,2,6,48.22222222222222,12.2975,35.92472222222222,1.64,76.60520071373716,18998,0.289886474609375,55.880001068115234,51.033263075979136,38.18300037384029,45.619998931884766,23.425603701724718,3695,1.0,33.678432494539045,1182,1.0,38.98624117281635,5.307808678277304,148,1.0,30.367448407250482,8.618792765565868,20,41.10936721714064,35.0,65.0,65536,1.0,27.64575603366926,27.28439472799778,23.600214515130116,26.565698502600966,16.123256625527276,3695,1.0,21.705711849980467,1182,1.0,20.72967872068869,-0.9760331292917783,148,1.0,19.847622645592118,0.8820560750965711,20,22.520859924600444,95.0,,28.234245034445973,23.748868347981357,14.58278585871017,18998,0.289886474609375,3.7589477166706162,True,True,True,True,True,False
EP092023_sar_geo_20230819132726_a8728b15,train,EP092023,train/EP092023_sar_geo_20230819132726_a8728b15_geo.tif,train/EP092023_sar_geo_20230819132726_a8728b15_era5.tif,era5,train/EP092023_sar_geo_20230819132726_a8728b15_sar.tif,geo,sar,EP092023:geo:b0ead235435b2cbd,EP092023:sar:c76e51bcbcef7919,2023-08-19T13:30:22+00:00,2023-08-19T13:27:26+00:00,ABI,RADARSAT Constellation 1,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]","[""era5_precipitable_water"", ""era5_sst"", ""era5_pressure_msl"", ""era5_temperature_2m"", ""era5_dewpoint_2m"", ""era5_u_wind_10m"", ""era5_v_wind_10m""]","[""wind_speed""]",train/EP092023_sar_geo_20230819132726_a8728b15_geo.tif,train/EP092023_sar_geo_20230819132726_a8728b15_era5.tif,train/EP092023_sar_geo_20230819132726_a8728b15_sar.tif,EP092023:geo:b0ead235435b2cbd,EP092023:sar:c76e51bcbcef7919,2023-08-19T13:30:22+00:00,2023-08-19T13:27:26+00:00,2.933333333333333,ABI,RADARSAT Constellation 1,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]",EP092023:era5:1a500b758be5a489,2023-08-19T12:00:00+00:00,"[""precipitable_water"", ""sst"", ""pressure_msl"", ""temperature_2m"", ""dewpoint_2m"", ""u_wind_10m"", ""v_wind_10m""]","[""wind_speed""]",256,0.027,21.24894257236644,-113.0851096171268,21.842035334857798,-113.597121221022,1,3,6,48.22222222222222,24.114722222222223,24.1075,1.4572222222222222,84.5780554828803,20077,0.3063507080078125,43.7400016784668,41.47009904313796,33.459999084472656,38.48479965209964,22.629233592664626,3752,1.0,29.500561772887387,1204,1.0,33.353122582863335,3.852560809975948,150,1.0,24.769853229522706,8.58326935334063,20,34.68865251951026,45.0,45.0,65304,0.9964599609375,28.467401712120065,28.222701899418176,24.106289499772902,27.261636887629063,16.95485794481301,3752,1.0,22.495314532061162,1204,1.0,21.42375995856501,-1.071554573496151,150,1.0,21.22385990839413,0.19990005017088208,20,23.38557028627411,95.0,,15.272599966346732,13.24739714371978,9.353709584699754,20077,0.3063507080078125,1.6782092153713335,True,True,True,True,False,False
EP092023_sar_geo_20230820014323_de732621,train,EP092023,train/EP092023_sar_geo_20230820014323_de732621_geo.tif,train/EP092023_sar_geo_20230820014323_de732621_era5.tif,era5,train/EP092023_sar_geo_20230820014323_de732621_sar.tif,geo,sar,EP092023:geo:ac627e9a08c71ffd,EP092023:sar:871719f52d2fd830,2023-08-20T01:40:20+00:00,2023-08-20T01:43:23+00:00,ABI,RADARSAT Constellation 1,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]","[""era5_precipitable_water"", ""era5_sst"", ""era5_pressure_msl"", ""era5_temperature_2m"", ""era5_dewpoint_2m"", ""era5_u_wind_10m"", ""era5_v_wind_10m""]","[""wind_speed""]",train/EP092023_sar_geo_20230820014323_de732621_geo.tif,train/EP092023_sar_geo_20230820014323_de732621_era5.tif,train/EP092023_sar_geo_20230820014323_de732621_sar.tif,EP092023:geo:ac627e9a08c71ffd,EP092023:sar:871719f52d2fd830,2023-08-20T01:40:20+00:00,2023-08-20T01:43:23+00:00,-3.05,ABI,RADARSAT Constellation 1,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]",EP092023:era5:1a500b758be5a489,2023-08-20T00:00:00+00:00,"[""precipitable_water"", ""sst"", ""pressure_msl"", ""temperature_2m"", ""dewpoint_2m"", ""u_wind_10m"", ""v_wind_10m""]","[""wind_speed""]",256,0.027,24.29816045009824,-114.75673072819843,24.85058141837681,-114.46301591021084,1,4,6,48.22222222222222,36.38055555555555,11.841666666666667,1.7230555555555556,68.23022273241303,20495,0.3127288818359375,35.619998931884766,34.02174755207543,31.020000457763672,33.08000183105469,20.062943342599265,3843,1.0,25.17230945597581,1233,1.0,23.460067149593108,-1.7122423063827021,152,1.0,14.188062928224864,9.272004221368244,20,26.770040338454038,95.0,,62291,0.9504852294921875,28.00855023525097,27.4003799377815,22.28102930797845,25.939628957976687,15.106927217256839,3843,1.0,20.541823457830727,1233,1.0,18.457287264732148,-2.084536193098579,152,1.0,14.638480499251326,3.818806765480822,20,22.291877100589,85.0,,7.611448696633797,6.621367614293931,8.738971149785222,20495,0.3127288818359375,1.493745094833966,True,True,True,True,False,False
EP092023_sar_geo_20230820133353_bba7496e,train,EP092023,train/EP092023_sar_geo_20230820133353_bba7496e_geo.tif,train/EP092023_sar_geo_20230820133353_bba7496e_era5.tif,era5,train/EP092023_sar_geo_20230820133353_bba7496e_sar.tif,geo,sar,EP092023:geo:537553a59dc173d7,EP092023:sar:ff4bd521d2ef6f01,2023-08-20T13:30:20+00:00,2023-08-20T13:33:53+00:00,ABI,RADARSAT Constellation 1,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]","[""era5_precipitable_water"", ""era5_sst"", ""era5_pressure_msl"", ""era5_temperature_2m"", ""era5_dewpoint_2m"", ""era5_u_wind_10m"", ""era5_v_wind_10m""]","[""wind_speed""]",train/EP092023_sar_geo_20230820133353_bba7496e_geo.tif,train/EP092023_sar_geo_20230820133353_bba7496e_era5.tif,train/EP092023_sar_geo_20230820133353_bba7496e_sar.tif,EP092023:geo:537553a59dc173d7,EP092023:sar:ff4bd521d2ef6f01,2023-08-20T13:30:20+00:00,2023-08-20T13:33:53+00:00,-3.55,ABI,RADARSAT Constellation 1,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]",EP092023:era5:1a500b758be5a489,2023-08-20T12:00:00+00:00,"[""precipitable_water"", ""sst"", ""pressure_msl"", ""temperature_2m"", ""dewpoint_2m"", ""u_wind_10m"", ""v_wind_10m""]","[""wind_speed""]",256,0.027,27.466962812850323,-115.69668680701794,28.5051065170036,-115.41416680043366,1,5,6,48.22222222222222,48.22222222222222,0.0,1.5647222222222221,118.72269275779877,18444,0.28143310546875,30.899999618530273,26.993485727617816,21.53691120147702,25.379977073669433,14.502925593742862,3816,0.962421185372005,17.027726212387567,1190,0.9407114624505929,15.661282662784352,-1.3664435496032148,160,1.0,9.200814098119736,6.460468564664616,20,18.71119097601658,65.0,,61153,0.9331207275390625,22.981427370502768,22.323655957824837,17.833432940097023,20.518890730342832,12.54629405778056,3965,1.0,13.646339870529756,1265,1.0,12.41272681353564,-1.2336130569941162,160,1.0,12.335652199118217,0.07707461441742325,20,14.78473779284039,105.0,,7.918572248027505,4.66982976979298,3.703478261379999,18441,0.2813873291015625,0.2811657669585698,True,True,True,False,False,False
EP092024_sar_geo_20240914013531_c2d29576,train,EP092024,train/EP092024_sar_geo_20240914013531_c2d29576_geo.tif,train/EP092024_sar_geo_20240914013531_c2d29576_era5.tif,era5,train/EP092024_sar_geo_20240914013531_c2d29576_sar.tif,geo,sar,EP092024:geo:fc13734a637c87ae,EP092024:sar:db6a0b57605b402d,2024-09-14T01:40:21+00:00,2024-09-14T01:35:31+00:00,ABI,RADARSAT Constellation 3,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]","[""era5_precipitable_water"", ""era5_sst"", ""era5_pressure_msl"", ""era5_temperature_2m"", ""era5_dewpoint_2m"", ""era5_u_wind_10m"", ""era5_v_wind_10m""]","[""wind_speed""]",train/EP092024_sar_geo_20240914013531_c2d29576_geo.tif,train/EP092024_sar_geo_20240914013531_c2d29576_era5.tif,train/EP092024_sar_geo_20240914013531_c2d29576_sar.tif,EP092024:geo:fc13734a637c87ae,EP092024:sar:db6a0b57605b402d,2024-09-14T01:40:21+00:00,2024-09-14T01:35:31+00:00,4.833333333333333,ABI,RADARSAT Constellation 3,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]",EP092024:era5:295915b7b0f4b8d6,2024-09-14T00:00:00+00:00,"[""precipitable_water"", ""sst"", ""pressure_msl"", ""temperature_2m"", ""dewpoint_2m"", ""u_wind_10m"", ""v_wind_10m""]","[""wind_speed""]",256,0.027,23.577083985924464,-110.84541460561232,23.31153491886122,-109.30607795813332,1,0,2,11.855,0.0,11.855,1.5919444444444444,159.7871635280375,16146,0.246368408203125,27.23997688293457,20.368873690381463,10.841482162475586,13.41877288818359,8.42757275794705,1471,0.38822908419107943,10.381774557601181,488,0.3983673469387755,9.037433991178137,-1.3443405664230443,127,0.8523489932885906,10.418071765599288,-1.3806377744211513,20,11.528692113867713,85.0,,59292,0.90472412109375,13.760880232076216,13.33207007255624,11.620466179453786,12.736247217134103,7.066987410054309,3663,0.9667458432304038,7.5436791592095584,1187,0.9689795918367347,6.0418241982566165,-1.501854960952942,149,1.0,2.595195355725506,3.4466288425311107,20,9.571799689504985,145.0,,13.479096650858354,7.036803617825223,-0.7789840169781996,16146,0.246368408203125,0.7739394801372056,True,True,False,False,False,True
EP092024_sar_geo_20240914132649_1ceb1159,train,EP092024,train/EP092024_sar_geo_20240914132649_1ceb1159_geo.tif,train/EP092024_sar_geo_20240914132649_1ceb1159_era5.tif,era5,train/EP092024_sar_geo_20240914132649_1ceb1159_sar.tif,geo,sar,EP092024:geo:944fc05206f9ea7c,EP092024:sar:1d6cc611a6714b6c,2024-09-14T13:30:22+00:00,2024-09-14T13:26:49+00:00,ABI,RADARSAT Constellation 3,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]","[""era5_precipitable_water"", ""era5_sst"", ""era5_pressure_msl"", ""era5_temperature_2m"", ""era5_dewpoint_2m"", ""era5_u_wind_10m"", ""era5_v_wind_10m""]","[""wind_speed""]",train/EP092024_sar_geo_20240914132649_1ceb1159_geo.tif,train/EP092024_sar_geo_20240914132649_1ceb1159_era5.tif,train/EP092024_sar_geo_20240914132649_1ceb1159_sar.tif,EP092024:geo:944fc05206f9ea7c,EP092024:sar:1d6cc611a6714b6c,2024-09-14T13:30:22+00:00,2024-09-14T13:26:49+00:00,3.55,ABI,RADARSAT Constellation 3,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]",EP092024:era5:295915b7b0f4b8d6,2024-09-14T12:00:00+00:00,"[""precipitable_water"", ""sst"", ""pressure_msl"", ""temperature_2m"", ""dewpoint_2m"", ""u_wind_10m"", ""v_wind_10m""]","[""wind_speed""]",256,0.027,25.114012790211504,-111.43024476825327,24.858290273901225,-108.94323762493354,1,1,2,11.855,11.855,0.0,1.4469444444444444,252.26478523485915,14149,0.2158966064453125,26.63041877746582,14.68101513553673,11.117719078063963,13.462949142456058,7.409104953518486,170,0.04432855280312908,11.921248379875632,0,0.0,,,0,0.0,,,12,12.28605475028356,85.0,,53773,0.8205108642578125,13.52899555612703,13.470044238885704,9.797718729498463,12.6169404346775,6.442763794483971,3800,0.9908735332464146,9.331981106369012,1232,1.0,9.534250768263368,0.20226966189435558,152,1.0,8.743628746959912,0.7906220213034558,20,9.92626381721941,55.0,,13.10142322133879,1.2109708966510269,1.3200003485655003,14149,0.2158966064453125,0.8869238648527071,True,True,False,False,False,True
EP102023_sar_geo_20230828140844_8ab175d2,train,EP102023,train/EP102023_sar_geo_20230828140844_8ab175d2_geo.tif,train/EP102023_sar_geo_20230828140844_8ab175d2_era5.tif,era5,train/EP102023_sar_geo_20230828140844_8ab175d2_sar.tif,geo,sar,EP102023:geo:41e93ad8a9fbcb48,EP102023:sar:33835c78729205ae,2023-08-28T14:10:21+00:00,2023-08-28T14:08:44+00:00,ABI,RADARSAT Constellation 2,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]","[""era5_precipitable_water"", ""era5_sst"", ""era5_pressure_msl"", ""era5_temperature_2m"", ""era5_dewpoint_2m"", ""era5_u_wind_10m"", ""era5_v_wind_10m""]","[""wind_speed""]",train/EP102023_sar_geo_20230828140844_8ab175d2_geo.tif,train/EP102023_sar_geo_20230828140844_8ab175d2_era5.tif,train/EP102023_sar_geo_20230828140844_8ab175d2_sar.tif,EP102023:geo:41e93ad8a9fbcb48,EP102023:sar:33835c78729205ae,2023-08-28T14:10:21+00:00,2023-08-28T14:08:44+00:00,1.6166666666666667,ABI,RADARSAT Constellation 2,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]",EP102023:era5:41f9135e0fc0e774,2023-08-28T12:00:00+00:00,"[""precipitable_water"", ""sst"", ""pressure_msl"", ""temperature_2m"", ""dewpoint_2m"", ""u_wind_10m"", ""v_wind_10m""]","[""wind_speed""]",256,0.027,17.863613550754458,-122.94860409282154,18.109647524365112,-123.41762544010764,1,0,1,0.0,0.0,0.0,2.1455555555555557,56.64801228897412,19430,0.296478271484375,21.835208892822266,19.95044963213862,16.69079532623291,18.604653930664057,11.480945606300406,3662,1.0,11.43643708518136,1176,1.0,10.413409438668465,-1.0230276465128956,145,1.0,8.298850463998729,2.1145589746697357,20,12.42727109351738,75.0,,65536,1.0,15.95111217141389,15.751991685019313,13.510339950815181,15.200764033694714,9.785907586060254,3662,1.0,7.904933909486407,1176,1.0,6.111842776526688,-1.7930911329597192,145,1.0,3.9602238705725257,2.151618905954162,20,11.582784320010784,195.0,,5.884096721408376,4.198457947119309,3.1804553754177274,19430,0.296478271484375,0.9430710454515155,True,True,True,False,False,True
EP102024_sar_geo_20240923121843_c854f696,train,EP102024,train/EP102024_sar_geo_20240923121843_c854f696_geo.tif,train/EP102024_sar_geo_20240923121843_c854f696_era5.tif,era5,train/EP102024_sar_geo_20240923121843_c854f696_sar.tif,geo,sar,EP102024:geo:3d6df0483079801c,EP102024:sar:ad907046a7fc9373,2024-09-23T12:20:20+00:00,2024-09-23T12:18:43+00:00,ABI,SENTINEL-1 A,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]","[""era5_precipitable_water"", ""era5_sst"", ""era5_pressure_msl"", ""era5_temperature_2m"", ""era5_dewpoint_2m"", ""era5_u_wind_10m"", ""era5_v_wind_10m""]","[""wind_speed""]",train/EP102024_sar_geo_20240923121843_c854f696_geo.tif,train/EP102024_sar_geo_20240923121843_c854f696_era5.tif,train/EP102024_sar_geo_20240923121843_c854f696_sar.tif,EP102024:geo:3d6df0483079801c,EP102024:sar:ad907046a7fc9373,2024-09-23T12:20:20+00:00,2024-09-23T12:18:43+00:00,1.6166666666666667,ABI,SENTINEL-1 A,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]",EP102024:era5:4853a615ce4c55a5,2024-09-23T12:00:00+00:00,"[""precipitable_water"", ""sst"", ""pressure_msl"", ""temperature_2m"", ""dewpoint_2m"", ""u_wind_10m"", ""v_wind_10m""]","[""wind_speed""]",256,0.027,17.85317755315397,-96.25113228040831,14.626677553153968,-98.40161369724277,1,0,6,84.83805555555556,0.0,84.83805555555556,0.31194444444444447,425.91769246643133,3177,0.0484771728515625,24.799999237060547,19.633749961853027,13.779999732971191,17.184800415039057,5.275279613047004,0,0.0,,0,0.0,,,0,0.0,,,7,15.023499965667725,135.0,,36151,0.5516204833984375,15.331800352867171,15.315137296769983,12.831120138999234,15.127267504046138,4.9238873923858995,2385,1.0,10.23854422535359,844,1.0,8.305242268211112,-1.9333019571424774,143,1.0,7.876327831858641,0.4289144363524704,20,12.968731556873486,115.0,,9.468198884193376,4.3186126650830445,0.9488795939719576,3177,0.0484771728515625,1.0796863012255682,True,False,False,False,False,True
EP102024_sar_geo_20240924004808_11166ff4,train,EP102024,train/EP102024_sar_geo_20240924004808_11166ff4_geo.tif,train/EP102024_sar_geo_20240924004808_11166ff4_era5.tif,era5,train/EP102024_sar_geo_20240924004808_11166ff4_sar.tif,geo,sar,EP102024:geo:37b2037d00005767,EP102024:sar:9905e3eae3ff6b4d,2024-09-24T00:50:20+00:00,2024-09-24T00:48:08+00:00,ABI,SENTINEL-1 A,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]","[""era5_precipitable_water"", ""era5_sst"", ""era5_pressure_msl"", ""era5_temperature_2m"", ""era5_dewpoint_2m"", ""era5_u_wind_10m"", ""era5_v_wind_10m""]","[""wind_speed""]",train/EP102024_sar_geo_20240924004808_11166ff4_geo.tif,train/EP102024_sar_geo_20240924004808_11166ff4_era5.tif,train/EP102024_sar_geo_20240924004808_11166ff4_sar.tif,EP102024:geo:37b2037d00005767,EP102024:sar:9905e3eae3ff6b4d,2024-09-24T00:50:20+00:00,2024-09-24T00:48:08+00:00,2.2,ABI,SENTINEL-1 A,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]",EP102024:era5:4853a615ce4c55a5,2024-09-24T00:00:00+00:00,"[""precipitable_water"", ""sst"", ""pressure_msl"", ""temperature_2m"", ""dewpoint_2m"", ""u_wind_10m"", ""v_wind_10m""]","[""wind_speed""]",256,0.027,15.819432036311712,-99.32641106484424,16.12767462600685,-98.6925673031183,1,1,6,84.83805555555556,12.490277777777777,72.34777777777778,0.8022222222222222,75.93435217129354,13241,0.2020416259765625,55.34000015258789,48.27641763260115,22.540000915527344,36.595999908447325,12.347098026325332,2112,0.5822994210090985,20.79175030259472,828,0.7156439066551427,24.978776164676834,4.187025862082113,143,1.0,37.50811178034002,-12.52933561566319,20,37.8043243562853,5.0,25.0,45127,0.6885833740234375,15.02775302960674,14.804265169693176,12.394608469698653,14.205856635256033,9.028395101711867,3309,0.91232423490488,11.139339295347064,1157,1.0,11.984835442502453,0.845496147155389,143,1.0,9.277414037886928,2.707421404615525,20,12.23558711315877,35.0,,40.31224712298115,33.47215246290798,10.14539244582869,13241,0.2020416259765625,1.4664764865877615,True,True,True,False,True,False
EP102024_sar_geo_20240925124823_9d6eee4e,train,EP102024,train/EP102024_sar_geo_20240925124823_9d6eee4e_geo.tif,train/EP102024_sar_geo_20240925124823_9d6eee4e_era5.tif,era5,train/EP102024_sar_geo_20240925124823_9d6eee4e_sar.tif,geo,sar,EP102024:geo:01846804c5e0d6d5,EP102024:sar:2e61142969f5436a,2024-09-25T12:50:20+00:00,2024-09-25T12:48:23+00:00,ABI,RADARSAT Constellation 1,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]","[""era5_precipitable_water"", ""era5_sst"", ""era5_pressure_msl"", ""era5_temperature_2m"", ""era5_dewpoint_2m"", ""era5_u_wind_10m"", ""era5_v_wind_10m""]","[""wind_speed""]",train/EP102024_sar_geo_20240925124823_9d6eee4e_geo.tif,train/EP102024_sar_geo_20240925124823_9d6eee4e_era5.tif,train/EP102024_sar_geo_20240925124823_9d6eee4e_sar.tif,EP102024:geo:01846804c5e0d6d5,EP102024:sar:2e61142969f5436a,2024-09-25T12:50:20+00:00,2024-09-25T12:48:23+00:00,1.95,ABI,RADARSAT Constellation 1,"[""CMI_C07"", ""CMI_C08"", ""CMI_C09"", ""CMI_C10"", ""CMI_C11"", ""CMI_C12"", ""CMI_C13"", ""CMI_C14"", ""CMI_C15"", ""CMI_C16""]",EP102024:era5:4853a615ce4c55a5,2024-09-25T12:00:00+00:00,"[""precipitable_water"", ""sst"", ""pressure_msl"", ""temperature_2m"", ""dewpoint_2m"", ""u_wind_10m"", ""v_wind_10m""]","[""wind_speed""]",256,0.027,17.174330733473706,-102.95575710706784,16.39722640104221,-101.52636778795966,1,2,6,84.83805555555556,48.49444444444445,36.34361111111111,0.8063888888888889,174.98976540085403,13988,0.21343994140625,31.54615020751953,22.185715784345355,17.284280490875243,19.135317306518555,10.088361905936193,1926,0.5297029702970297,13.198134325003698,623,0.534763948497854,13.409234962340916,0.21110063733721773,94,0.6482758620689655,10.344328433909315,3.0649065284316013,20,14.01870140264619,55.0,,47670,0.727386474609375,16.03893809577775,15.990919484074643,15.05704151770429,15.492229819442057,10.559330865303028,3636,1.0,10.780117667097299,1165,1.0,9.721342154258908,-1.058775512838391,145,1.0,10.378931950952106,-0.6575897966931983,20,11.920450327760712,105.0,,15.507212111741783,6.194796300270712,2.2272389731709534,13988,0.21343994140625,0.01258274531854241,True,True,True,False,False,True
